,01,02,03,04,05
avg_x_orig,0.6187324929971989,0.6705837549643654,0.5847627813572086,0.637110980622431,0.6713205351948807
avg_y_orig,0.48372049456725363,0.48662005102522915,0.4579716552034891,0.48511636566747346,0.510388099393335
density_ratio1_canny,0.49664209664209663,0.4966315425807566,0.4945635759589248,0.49686875416389076,0.4994366197183099
density_ratio1_orig,0.49117647058823527,0.5098743267504489,0.5437201907790143,0.5099236641221374,0.4572425828970332
density_ratio2_canny,0.5203931203931204,0.5087234410088098,0.5158562367864693,0.504197201865423,0.5184507042253521
density_ratio2_orig,0.24411764705882352,0.17773788150807898,0.2655007949125596,0.2183206106870229,0.19022687609075042
density_ratio3_canny,0.5175071201206232,0.5329660565132397,0.5154464009885696,0.5175235237965362,0.5236442516268981
density_ratio3_orig,0.3643292682926829,0.1907514450867052,0.36993243243243246,0.35852090032154343,0.26217228464419473
density_ratio4_canny,0.5181329751511081,0.5241231974363539,0.514104153750775,0.5193596935285265,0.5184809392665604
density_ratio4_orig,0.3961424332344214,0.3694852941176471,0.4675324675324675,0.40923076923076923,0.37258347978910367
h_w_ratio_canny,0.267515923566879,0.1736842105263158,0.20320855614973263,0.1902439024390244,0.17142857142857143
mean_hist_canny,0.07415832575068244,0.07671451355661883,0.06811145510835913,0.06128830519074422,0.06084656084656084
mean_hist_orig,0.8968759478313619,0.9111642743221691,0.9114832535885168,0.9180737961225766,0.9242063492063491
no_of_corners_orig,0.1,0.11,0.13,0.16,0.12
occ_ratio_canny,0.07415832575068244,0.07671451355661882,0.06811145510835913,0.06128830519074421,0.06084656084656084
occ_ratio_orig,0.10312405216863815,0.08883572567783093,0.08851674641148326,0.08192620387742339,0.07579365079365079
var_hist_canny,0.0686588684725381,0.07082939696639018,0.0634722847913811,0.057532048837590395,0.057144256879706624
var_hist_orig,0.09248948203295816,0.08094393952112411,0.08068153201620844,0.07521430099565825,0.07004897329302091
